Column1;datetime;username;origin_text;text;like;retweet;reply;neg;neu;pos;compound;sentiment
2922;2020-05-21;NikoLindholm;In  Indonesia , over 530,000 have schools closed amid the  coronavirus  outbreak (COVID-19), affecting 68 million students from pre-primary through tertiary levels, and making the need for effective EdTech extremely urgent.  ;indonesia 530000 schools closed amid coronavirus outbreak covid19 affecting 68 million students preprimary tertiary levels making need effective edtech extremely urgent;13;0;0;0;852;148;6361;Positive
2923;2020-05-21;WorldBroadcast3;A group of 110 Sri Lankans were repatriated from Jakarta in  Indonesia . The stranded Sri Lankans were brought back via a special flight chartered by SriLankan Airlines - Colombo Gazette  @flysrilankan   #SriLanka   #coronavirus   #Indonesia   ;group 110 sri lankans repatriated jakarta indonesia stranded sri lankans brought back via special flight chartered srilankan airlines colombo gazette flysrilankan srilanka coronavirus indonesia;1;0;0;0;926;74;4019;Positive
2924;2020-05-21;TAPA_APAC;"Coronavirus  Daily Updates:  Indonesia  clamp down fake medical certs. 70% of India companies likely to continue work-from-home. Australia scapped biosecurity shipping levy. 

Click:   

 #CoronavirusOutbreak   #Coron";coronavirus daily updates indonesia clamp fake medical certs 70 india companies likely continue workfromhome australia scapped biosecurity shipping levy click coronavirusoutbreak coron;0;0;0;11;89;0;-4767;Negative
2925;2020-05-21;jmarine;"COVID-19: TESTING:  Indonesia 
 Johanes Christo/NurPhoto via ZUMA Press

    May 19, 2020, Kuta, Bali,  Indonesia : Medical staff wearing personal protective equipment (PPE) take blood samples from a citizen for  coronavirus  rapid test at BIMC Siloam Hospital drive-thru station";covid19 testing indonesia  johanes christonurphoto via zuma press may 19 2020 kuta bali indonesia medical staff wearing personal protective equipment ppe take blood samples citizen coronavirus rapid test bimc siloam hospital drivethru station;2;1;0;0;10;0;0;Neutral
2926;2020-05-21;EvaSmartAI;"#Coronavirus  update
-  Indonesia  warned against premature easing of restrictions
- Greece seeks to jumpstart tourist season on June 15
- Japan ending emergency order in Osaka, two other areas
- Cambodia lifts entry ban from six countries
 #covid19";coronavirus update indonesia warned premature easing restrictions greece seeks jumpstart tourist season june 15 japan ending emergency order osaka two areas cambodia lifts entry ban six countries covid19;0;0;0;183;773;44;-743;Negative
2927;2020-05-21;uvurinside;I hope the Dr. Shis research on the dangers of  Corona virus  and the One World approach mentioned in last part of the  @sciam  article will be consulted/considered in development of the proposed relocated capital of  Indonesia .;hope dr shis research dangers corona virus one world approach mentioned last part sciam article consultedconsidered development proposed relocated capital indonesia;0;0;0;76;855;69;-772;Negative
2928;2020-05-21;raf1ndra;"Coronavirus  be like:
Damn! I love  Indonesia";coronavirus like damn love indonesia;1;0;0;197;292;511;6476;Positive
2929;2020-05-21;StephenParnham;Indonesia  to introduce 10% digital services tax amid falling revenues due to  coronavirus  | Public Finance Focus    via @pfintl;indonesia introduce 10 digital services tax amid falling revenues due coronavirus public finance focus via pfintl;0;0;0;78;922;0;-1531;Negative
2930;2020-05-21;asienhaus;Traditional  #medicine  has an important role to play in  #Indonesia s fight against the  #coronavirus     via  @InsideIndo;traditional medicine important role play indonesia  fight coronavirus via insideindo;1;0;0;119;688;193;1531;Positive
2931;2020-05-21;WBG_Education;New Report:  #Coronavirus  school closures in  #Indonesia  are forcing a fast increase in  #EdTech  use. But the sector is still emerging and faces some major bottlenecks. Read our analysis and recommendations:     #education;new report coronavirus school closures indonesia forcing fast increase edtech use sector still emerging faces major bottlenecks read analysis recommendations education;9;5;0;0;951;49;1655;Positive
2932;2020-05-21;rjbradley;RT StephenParnham:  Indonesia  to introduce 10% digital services tax amid falling revenues due to  coronavirus  | Public Finance Focus    via pfint;rt stephenparnham indonesia introduce 10 digital services tax amid falling revenues due coronavirus public finance focus via pfint;0;0;0;71;929;0;-1531;Negative
2933;2020-05-21;Emirati_News;Indonesia  reports more than 600 new cases of  coronavirus  and 21 deaths  ;indonesia reports 600 new cases coronavirus 21 deaths;0;0;0;0;10;0;0;Neutral
2934;2020-05-21;NazirAh38204678;"#Coronavirus  updates:

 Confirmed  coronavirus  cases hit 5 million worldwide 
  Indonesia  warns against premature easing of restrictions
 Trump threatens funds for US states easing voting during pandemic  ";coronavirus updates  confirmed coronavirus cases hit 5 million worldwide  indonesia warns premature easing restrictions  trump threatens funds us states easing voting pandemic;1;1;0;121;758;121;0;Neutral
2935;2020-05-21;KenResearch;Corona Virus  will Increase Demand for Cold Storage Options therefore, giving boost to Sales of Cheese and Cheese Related Products in  Indonesia : Ken Research  ;corona virus increase demand cold storage options therefore giving boost sales cheese cheese related products indonesia ken research;0;0;0;5;702;247;7096;Positive
2936;2020-05-21;SEA_GLOBE;"œThe ambulances never stop bringing us bodies, said Hakim.

Gravediggers at  #Indonesia 's Pondok Ranggon cemetery  one of two earmarked for  #coronavirus  victims in  #Jakarta   are risking their health and confronting stigma during the ongoing  #pandemic . ";œ ambulances never stop bringing us bodies  said hakim gravediggers indonesia pondok ranggon cemetery  one two earmarked coronavirus victims jakarta  risking health confronting stigma ongoing pandemic;3;0;0;144;812;44;-5126;Negative
2937;2020-05-21;tom_allard;Indonesia s  coronavirus  problem is getting steadily worse. A record 973 infections reported today, and 36 more deaths. 6500 more people tested in the past 24 hours. Still, overall, more than 10pc of all those tested have came up positive.;indonesia  coronavirus problem getting steadily worse record 973 infections reported today 36 deaths 6500 people tested past 24 hours still overall 10pc tested came positive;75;65;4;125;797;78;-296;Negative
2938;2020-05-21;randymulyanto;973 new  coronavirus  cases in one day  #indonesia   ;973 new coronavirus cases one day indonesia;2;0;0;0;10;0;0;Neutral
2939;2020-05-21;TostevinM;Indonesia  reported 973 new cases of  #coronavirus  - by far the highest in a single day - as well as 36 more deaths. That takes the total official toll to 1,278.  Indonesia 's numbers are soaring even as they fall elsewhere in the region.;indonesia reported 973 new cases coronavirus far highest single day well 36 deaths takes total official toll 1278 indonesia numbers soaring even fall elsewhere region;16;10;0;0;953;47;2732;Positive
2940;2020-05-21;irfanmuhsin26;"Indonesia  reports 973 new cases of  coronavirus , 20.162 cases in total.

 indonesia  largest daily increase by far.";indonesia reports 973 new cases coronavirus 20162 cases total indonesia largest daily increase far;0;0;0;0;881;119;3182;Positive
2941;2020-05-21;chocolokate;"What Should I tweet in this user?

 #creativity   #gaming   #meme   #hashtag   #Trending   #Indonesia   #COVID__19   #COVID%E3%83%BC19   #coronavirus   #viralindonesia   #Lockdown";tweet user creativity gaming meme hashtag trending indonesia covid19 covide383bc19 coronavirus viralindonesia lockdown;0;1;0;0;867;133;3818;Positive
2942;2020-05-21;Covid19Update24;"ASEAN Daily New Cases Today,

                   Cases             Deaths
Singapore  29,812 +448    22+0
 Indonesia    20,162 +973 1,278 +36
Philippines 13,434 +213   846 +4
Malaysia      7,059 +50     114+0
Thailand       3,037  +3       56+0

 #Coronavirus 
 #CoronaVirusUpdates";asean daily new cases today cases deaths singapore 29812 448 220 indonesia 20162 973 1278 36 philippines 13434 213 846 4 malaysia 7059 50 1140 thailand 3037 3 560 coronavirus coronavirusupdates;14;15;0;0;10;0;0;Neutral
2943;2020-05-21;dev_discourse;Indonesia  reports 973 new  coronavirus  cases, biggest daily jump  ;indonesia reports 973 new coronavirus cases biggest daily jump;0;0;0;0;10;0;0;Neutral
2944;2020-05-21;PriapusIQ;"  Indonesia  reported on Thursday its biggest daily jump in  coronavirus  cases, bringing the total confirmed number to 20,162 in the worlds fourth most populous country.

 #OverlappingCurves";indonesia reported thursday biggest daily jump coronavirus cases bringing total confirmed number 20162 world  fourth populous country overlappingcurves;2;1;0;0;941;59;1477;Positive
2945;2020-05-21;INTELNESIA;"New :  Indonesia  reports 973 new cases of  #Coronavirus 

 Indonesia  has the highest daily increase so far.

 ";new indonesia reports 973 new cases coronavirus indonesia highest daily increase far;1;1;0;0;874;126;3182;Positive
2946;2020-05-21;Covid19Update24;"UPDATES :  INDONESIA 

            Total   21 May  20 May 19 May

Cases   20,162    973      693      486

Recover 4,838    263      108      143

Death    1,278     36         21        30

 #coronavirus  
 #COVID19indonesia   
 #CoronaVirusUpdate  
 #COVID19Update";updates indonesia total 21 may 20 may 19 may cases 20162 973 693 486 recover 4838 263 108 143 death 1278 36 21 30 coronavirus covid19indonesia coronavirusupdate covid19update;14;10;0;111;769;12;772;Positive
2947;2020-05-21;COVIDLive;"973 new cases and 36 new deaths in  Indonesia  

[10:03 GMT]  #coronavirus   #CoronaVirusUpdate   #COVID19   #CoronavirusPandemic";973 new cases 36 new deaths indonesia 1003 gmt coronavirus coronavirusupdate covid19 coronaviruspandemic;0;0;0;0;10;0;0;Neutral
2948;2020-05-21;FreddieBass20;Article  Indonesia  reports 973 new  coronavirus  cases, biggest daily jump is now on the  ;article indonesia reports 973 new coronavirus cases biggest daily jump;0;0;0;0;10;0;0;Neutral
2949;2020-05-21;egp911;Update  #covid19   Indonesia   #coronaindonesia   #coronavirusindonesia   #coronavirus   #activecases   #COVID%E3%83%BC19   #covid19id   #covid19indo   #COVID19indonesia   # dirumahsaja   # dirumahaja   # JagaJarak   #TidakMudik   #PSBB   # jagakesehatan   #WFH   #BersatuLawanCov;update covid19 indonesia coronaindonesia coronavirusindonesia coronavirus activecases covide383bc19 covid19id covid19indo covid19indonesia dirumahsaja dirumahaja jagajarak tidakmudik psbb jagakesehatan wfh bersatulawancov;1;0;2;0;10;0;0;Neutral
2950;2020-05-21;susilo;Indonesia  sees biggest daily increase of  #coronavirus  confirmed cases: 973. Total confirmed cases now at 20.162, according to government data released today.  ;indonesia sees biggest daily increase coronavirus confirmed cases 973 total confirmed cases 20162 according government data released today;1;1;0;0;901;99;3182;Positive
2951;2020-05-21;FlfoLinda;Indonesia  reports 973 new  coronavirus  cases, biggest daily jump   ;indonesia reports 973 new coronavirus cases biggest daily jump;0;0;0;0;10;0;0;Neutral
2952;2020-05-21;MarketToday1;Indonesia  reports 973 new  coronavirus  cases, biggest daily jump  ;indonesia reports 973 new coronavirus cases biggest daily jump;0;0;0;0;10;0;0;Neutral
2953;2020-05-21;AnneABarker;Indonesia  has seen a huge jump in confirmed  coronavirus  cases overnight, with a record 973 new cases, taking the total number to 20,162 and total deaths to 1,278 (up 36). The increase comes despite the extreme  low rate of testing - still only 160,000 people overall;indonesia seen huge jump confirmed coronavirus cases overnight record 973 new cases taking total number 20162 total deaths 1278 36 increase comes despite extreme low rate testing still 160000 people overall;84;68;1;0;836;164;7371;Positive
2954;2020-05-21;AnneABarker;The latest breakdown of  coronavirus  cases -  Indonesia  has now passed the 20,000 mark  ;latest breakdown coronavirus cases indonesia passed 20000 mark;43;40;2;0;10;0;0;Neutral
2955;2020-05-21;hrmnsdistortion;Indonesia  Reports 693 New  Coronavirus  Cases, Highest Rise in a Day    via  @thejakartaglobe;indonesia reports 693 new coronavirus cases highest rise day via thejakartaglobe;0;0;0;0;10;0;0;Neutral
2956;2020-05-21;STcom;Indonesia  reports 973 new  coronavirus  cases, biggest daily jump  ;indonesia reports 973 new coronavirus cases biggest daily jump;7;9;0;0;10;0;0;Neutral
2957;2020-05-21;sharjah24;"Indonesia  reports 973 new  coronavirus  cases, biggest daily jump
  
 #Sharjah24 ";indonesia reports 973 new coronavirus cases biggest daily jump sharjah24;0;0;0;0;10;0;0;Neutral
